ln_precio_m2,precio_m2,precio,area_total_m2,ln_area_total_m2,area_constr_m2,ratio_construccion,dormitorios,banios,nro_pisos,cocheras,antiguedad,estado_inmueble,tipo_vivienda,distrito,piscina,terraza,jardin,parrilla,cuarto_servicio,banio_servicio,sistema_seguridad,colegios_cercanos,centros_comerciales_cercanos,parques_cercanos
7.763421389,2352.941176,800000,340,5.828945618,300,0.882352941,3,3,2,3,1,Remodelado,Casa,Miraflores,0,0,1,0,1,1,0,0,0,0
7.768394756,2364.672365,830000,351,5.860786223,355,1.011396011,3,4,2,2,4,A Remodelar,Casa,Miraflores,0,0,0,0,1,1,0,1,1,1
7.770936186,2370.689655,550000,232,5.446737372,226,0.974137931,3,4,2,2,1,Remodelado,Casa en condominio,Chorrillos,1,1,1,0,1,1,0,0,0,0
7.773402278,2376.54321,385000,162,5.087596335,270,1.666666667,5,5,3,1,3,NoEspecifica,Casa,Lince,0,0,0,0,0,0,0,1,1,1
7.775255847,2380.952381,550000,231,5.442417711,246,1.064935065,3,3,2,3,4,NoEspecifica,Casa,Miraflores,0,1,0,1,1,1,0,0,0,0
7.779094623,2390.10989,435000,182,5.204006687,350,1.923076923,5,3,3,1,3,Regular,Casa,Lince,0,0,0,0,1,1,0,0,0,0
7.783224016,2400,1080000,450,6.109247583,450,1,5,5,3,0,3,NoEspecifica,Casa,Miraflores,0,0,0,0,1,1,0,0,0,0
7.786126776,2406.976744,1138500,473,6.159095388,300,0.634249471,3,3,2,2,2,Muy bueno,Casa,Miraflores,1,0,1,1,1,1,0,0,0,0
7.786494665,2407.862408,980000,407,6.008813185,510,1.253071253,4,3,3,3,4,Remodelado,Casa,Miraflores,0,1,1,0,1,1,0,0,0,0
7.786523572,2407.932011,850000,353,5.866468057,350,0.991501416,3,3,2,2,5,A Remodelar,Casa,Miraflores,0,1,0,0,1,1,0,0,0,0
7.790523319,2417.582418,660000,273,5.609471795,350,1.282051282,4,4,3,2,5,Bueno,Casa,Miraflores,0,1,1,0,1,1,0,0,0,0
7.791256188,2419.354839,1500000,620,6.429719478,735,1.185483871,5,5,3,5,1,Excelente,Casa,Miraflores,1,0,1,1,1,1,0,1,1,1
7.793274352,2424.242424,560000,231,5.442417711,260,1.125541126,3,3,2,3,5,Muy bueno,Casa,Miraflores,0,1,0,0,1,1,0,0,0,0
7.803080882,2448.13278,590000,241,5.484796933,217,0.900414938,3,4,2,2,1,Excelente,Casa en condominio,Chorrillos,0,0,1,1,1,1,0,0,0,0
7.805696872,2454.545455,567000,231,5.442417711,246,1.064935065,3,3,3,3,4,NoEspecifica,Casa,Miraflores,0,1,0,0,1,1,0,0,0,0
7.807458987,2458.874459,568000,231,5.442417711,250,1.082251082,4,3,2,3,5,Bueno,Casa,Miraflores,0,1,0,1,1,1,0,0,0,0
7.807458987,2458.874459,568000,231,5.442417711,240,1.038961039,3,3,2,3,4,Muy bueno,Casa,Miraflores,0,1,0,1,1,1,0,0,0,0
7.809230925,2463.235294,670000,272,5.605802066,374,1.375,5,5,2,1,6,NoEspecifica,Casa,Miraflores,0,0,1,0,0,0,0,1,0,1
7.81211744,2470.355731,1250000,506,6.226536669,300,0.592885375,4,3,1,0,3,Muy bueno,Casa,Miraflores,0,0,0,0,1,1,0,1,1,1
7.813235095,2473.11828,460000,186,5.225746674,160,0.860215054,3,3,2,2,3,NoEspecifica,Casa en condominio,Chorrillos,0,1,1,0,1,1,0,0,0,0
7.813893639,2474.747475,980000,396,5.981414211,520,1.313131313,4,4,3,4,5,NoEspecifica,Casa,Miraflores,0,1,1,1,1,1,0,0,0,0
7.815261181,2478.134111,2550000,1029,6.936342736,689,0.669582119,5,5,2,5,5,Remodelado,Casa,Barranco,0,1,1,0,0,0,0,0,0,0
7.824046011,2500,400000,160,5.075173815,360,2.25,5,4,3,0,3,Bueno,Casa,Chorrillos,0,0,0,0,0,0,0,0,0,0
7.824046011,2500,450000,180,5.192956851,155,0.861111111,3,3,2,2,3,Bueno,Casa,Surquillo,0,1,0,0,1,1,0,1,1,1
7.824046011,2500,500000,200,5.298317367,200,1,3,3,2,3,3,Excelente,Casa,Chorrillos,0,0,0,0,1,1,0,1,1,0
7.824046011,2500,990000,396,5.981414211,524,1.323232323,4,4,3,4,5,NoEspecifica,Casa,Miraflores,0,1,1,1,1,1,0,0,0,0
7.828365672,2510.822511,580000,231,5.442417711,246,1.064935065,3,2,2,3,4,NoEspecifica,Casa,Miraflores,0,1,0,1,1,1,0,0,0,0
7.828365672,2510.822511,580000,231,5.442417711,240,1.038961039,3,3,2,3,4,Bueno,Casa,Miraflores,0,1,1,1,1,1,0,0,0,0
7.834517311,2526.315789,1200000,475,6.163314804,340,0.715789474,5,5,3,3,4,Regular,Casa,Miraflores,0,1,1,1,1,1,0,0,0,0
7.839961466,2540.106952,950000,374,5.924255797,500,1.336898396,5,3,3,5,3,Muy bueno,Casa,Miraflores,0,0,0,0,1,1,0,1,1,1
7.841700946,2544.529262,1000000,393,5.973809612,350,0.890585242,3,3,2,2,3,NoEspecifica,Casa,Miraflores,0,1,1,0,1,1,0,0,0,0
7.843848638,2550,510000,200,5.298317367,177,0.885,3,3,2,3,8,Muy bueno,Casa en condominio,Chorrillos,0,1,1,0,1,1,0,0,0,0
7.843848638,2550,510000,200,5.298317367,177,0.885,3,3,2,2,1,NoEspecifica,Casa en condominio,Chorrillos,0,1,1,0,1,1,0,0,0,0
7.849311598,2563.968668,982000,383,5.948034989,340,0.88772846,4,4,2,2,3,NoEspecifica,Casa,Miraflores,0,0,0,0,1,0,0,0,0,0
7.849363819,2564.102564,800000,312,5.743003188,400,1.282051282,4,2,2,4,2,A Remodelar,Casa,Lince,0,0,0,0,1,0,0,0,1,1
7.849525096,2564.516129,795000,310,5.736572297,240,0.774193548,3,3,2,2,1,Muy bueno,Casa,Miraflores,0,1,1,0,1,1,0,0,0,0
7.850021497,2565.789474,780000,304,5.717027701,384,1.263157895,5,5,3,2,3,Muy bueno,Casa,Lince,0,0,0,0,1,1,0,1,1,1
7.851954799,2570.754717,545000,212,5.356586275,212,1,4,4,3,2,6,Muy bueno,Casa,Miraflores,0,0,0,1,1,1,0,1,1,1
7.851954799,2570.754717,545000,212,5.356586275,450,2.122641509,4,3,2,2,4,Muy bueno,Casa,Miraflores,0,1,1,1,1,1,0,0,0,0
7.851954799,2570.754717,545000,212,5.356586275,257,1.212264151,4,2,2,1,4,Muy bueno,Casa,Miraflores,0,1,1,1,1,1,0,0,0,0
7.851954799,2570.754717,545000,212,5.356586275,212,1,4,2,3,2,6,NoEspecifica,Casa,Miraflores,0,1,1,0,1,1,0,0,0,0
7.855298554,2579.365079,1300000,504,6.222576268,410,0.813492063,5,4,2,2,5,A Remodelar,Casa,Miraflores,0,0,0,0,1,1,0,1,1,1
7.856134325,2581.521739,950000,368,5.908082938,400,1.086956522,5,4,3,2,3,Muy bueno,Casa,Surquillo,0,0,0,0,1,1,0,1,1,1
7.857947563,2586.206897,150000,58,4.060443011,150,2.586206897,5,3,3,0,3,Bueno,Casa,Ate,0,0,0,0,0,0,0,1,1,1
7.857947563,2586.206897,225000,87,4.465908119,126,1.448275862,4,2,2,0,4,Muy bueno,Casa,Miraflores,0,1,0,0,0,0,0,0,0,0
7.859706191,2590.759076,785000,303,5.713732806,468,1.544554455,4,5,3,3,3,Muy bueno,Casa,Miraflores,0,1,1,0,1,1,0,0,0,0
7.863266724,2600,780000,300,5.703782475,450,1.5,4,3,3,2,2,Remodelado,Casa,Miraflores,0,0,0,1,1,1,1,0,1,1
7.863266724,2600,936000,360,5.886104031,480,1.333333333,5,5,3,4,3,Bueno,Casa,Miraflores,0,0,0,1,1,1,0,1,1,1
7.864434072,2603.036876,1200000,461,6.133398043,485,1.052060738,5,5,3,5,3,A Remodelar,Casa,Miraflores,0,1,0,0,1,1,0,0,0,0
7.872364588,2623.762376,795000,303,5.713732806,307,1.01320132,4,3,3,2,4,A Remodelar,Casa,Miraflores,0,1,1,1,1,1,0,0,0,0
7.872836175,2625,420000,160,5.075173815,354,2.2125,5,4,3,2,3,NoEspecifica,Casa,Ate,0,0,0,0,1,0,0,0,0,1
7.872976634,2625.368732,890000,339,5.826000107,339,1,5,4,3,2,2,Remodelado,Casa,Miraflores,0,1,0,1,1,1,0,0,0,0
7.877383419,2636.963696,799000,303,5.713732806,306,1.00990099,3,3,3,3,1,Muy bueno,Casa,Miraflores,0,1,1,0,1,1,0,0,0,0
7.885921415,2659.574468,500000,188,5.236441963,220,1.170212766,4,4,3,2,1,Excelente,Casa,Surquillo,0,0,1,0,1,1,0,1,1,1
7.886081402,2660,399000,150,5.010635294,146,0.973333333,3,2,2,2,3,Bueno,Casa en condominio,Barranco,0,1,0,0,1,1,0,0,0,0
7.88806787,2665.289256,1290000,484,6.182084907,560,1.157024793,3,5,3,3,3,NoEspecifica,Casa,Miraflores,0,1,1,0,1,1,0,0,0,0
7.888584532,2666.666667,400000,150,5.010635294,146,0.973333333,3,3,2,2,1,Bueno,Casa,Barranco,0,1,0,0,1,1,0,0,0,0
7.888584532,2666.666667,400000,150,5.010635294,146,0.973333333,3,3,2,2,1,Bueno,Casa,Miraflores,0,1,0,0,1,1,0,0,0,0
7.888584532,2666.666667,1000000,375,5.926926026,300,0.8,5,5,3,4,3,NoEspecifica,Casa,Miraflores,0,1,1,1,1,1,0,0,0,0
7.893572074,2680,268000,100,4.605170186,300,3,3,3,4,0,3,Muy bueno,Casa,Independencia,0,0,0,0,0,1,0,1,1,1
7.899757833,2696.629213,240000,89,4.48863637,145,1.629213483,5,5,3,1,3,Muy bueno,Casa en condominio,Lince,0,1,0,0,1,1,0,1,1,1
7.902689138,2704.545455,595000,220,5.393627546,316,1.436363636,4,3,3,2,3,NoEspecifica,Casa,Miraflores,0,1,0,0,1,1,0,0,0,0
7.903183331,2705.882353,1150000,425,6.052089169,525,1.235294118,5,4,3,2,1,NoEspecifica,Casa,Miraflores,0,1,1,0,1,1,0,0,0,0
7.903183331,2705.882353,1150000,425,6.052089169,525,1.235294118,5,4,3,2,1,NoEspecifica,Casa,Miraflores,0,0,0,0,1,1,0,0,0,0
7.913277145,2733.333333,410000,150,5.010635294,145,0.966666667,3,3,2,2,3,Bueno,Casa,Barranco,0,0,0,0,1,1,0,0,0,0
7.917864766,2745.901639,670000,244,5.497168225,335,1.37295082,5,5,3,1,4,Remodelado,Casa,Miraflores,0,1,0,0,0,0,0,0,0,0
7.919356191,2750,1100000,400,5.991464547,400,1,4,5,2,3,1,Muy bueno,Casa,Miraflores,0,1,1,0,1,1,0,0,0,0
7.922985959,2760,690000,250,5.521460918,250,1,4,4,3,2,4,NoEspecifica,Casa,Miraflores,0,0,0,0,1,1,0,0,1,1
7.924129469,2763.157895,1050000,380,5.940171253,280,0.736842105,4,2,2,2,4,Regular,Casa,Miraflores,0,0,1,0,1,1,0,0,0,0
7.929406527,2777.777778,1100000,396,5.981414211,548,1.383838384,4,4,3,4,3,NoEspecifica,Casa,Miraflores,0,1,1,0,1,1,0,0,0,0
7.929406527,2777.777778,1100000,396,5.981414211,504,1.272727273,4,4,3,2,4,NoEspecifica,Casa,Miraflores,0,1,1,0,1,1,0,0,0,0
7.935837417,2795.698925,1300000,465,6.142037406,270,0.580645161,3,4,2,4,7,Excelente,Casa,Miraflores,0,0,0,0,1,1,1,1,1,1
7.937374696,2800,280000,100,4.605170186,140,1.4,3,2,3,0,5,Bueno,Casa,Miraflores,0,0,0,0,0,0,0,0,0,0
7.937374696,2800,700000,250,5.521460918,750,3,5,5,3,0,3,NoEspecifica,Casa,Miraflores,0,0,0,0,1,1,0,0,0,0
7.940579827,2808.988764,250000,89,4.48863637,258,2.898876404,5,4,4,0,8,NoEspecifica,Casa,Lurigancho,0,0,0,0,0,0,0,1,1,1
7.940910351,2809.917355,680000,242,5.488937726,357,1.475206612,4,2,3,2,5,A Remodelar,Casa,Lince,0,1,1,0,1,1,0,0,0,0
7.941102566,2810.457516,430000,153,5.030437921,153,1,4,2,2,0,4,Muy bueno,Casa,Miraflores,0,0,0,0,1,1,0,0,0,0
7.941829047,2812.5,1350000,480,6.173786104,480,1,3,5,2,1,3,NoEspecifica,Casa,Miraflores,0,1,0,0,1,1,0,0,0,0
7.946648333,2826.086957,1300000,460,6.131226489,359,0.780434783,3,3,1,4,6,NoEspecifica,Casa,Miraflores,0,1,1,0,1,1,0,0,0,0
7.950086732,2835.820896,950000,335,5.814130532,335,1,4,5,3,2,1,Muy bueno,Casa,Miraflores,0,1,1,1,1,1,0,0,0,0
7.951879382,2840.909091,750000,264,5.575949103,400,1.515151515,4,3,3,1,9,NoEspecifica,Casa,Barranco,0,0,0,1,1,1,0,0,0,0
7.955674453,2851.711027,750000,263,5.572154032,400,1.520912548,4,3,3,1,3,Bueno,Casa,Barranco,0,1,0,0,1,1,0,0,0,0
7.956318479,2853.548193,1421067,498,6.210600077,460,0.923694779,5,3,3,2,5,A Remodelar,Casa,Miraflores,0,1,1,0,0,0,0,0,0,0
7.957577403,2857.142857,400000,140,4.941642423,220,1.571428571,3,2,2,0,6,Bueno,Casa,Miraflores,0,0,0,0,1,1,0,0,0,0
7.96477367,2877.777778,259000,90,4.49980967,180,2,3,4,2,0,5,NoEspecifica,Casa en condominio,Miraflores,0,0,0,0,0,1,0,0,0,0
7.965545573,2880,720000,250,5.521460918,320,1.28,4,3,2,2,4,Remodelado,Casa,Miraflores,0,1,1,0,1,1,0,0,0,0
7.968071283,2887.283237,999000,346,5.846438775,359,1.037572254,4,4,2,2,4,A Remodelar,Casa,Miraflores,0,1,1,1,1,0,0,0,0,0
7.972466016,2900,580000,200,5.298317367,300,1.5,5,3,3,2,3,Muy bueno,Casa,Surquillo,0,1,0,0,1,1,0,1,1,1
7.973577745,2903.225806,450000,155,5.043425117,210,1.35483871,4,3,3,2,4,NoEspecifica,Casa,Barranco,0,1,0,1,1,1,0,0,0,0
7.973577745,2903.225806,450000,155,5.043425117,218,1.406451613,4,3,3,2,4,Bueno,Casa,Lince,0,0,0,0,1,1,0,0,0,0
7.978196691,2916.666667,350000,120,4.787491743,232,1.933333333,4,3,3,2,2,Remodelado,Casa en condominio,Miraflores,0,1,1,0,1,1,0,0,0,0
7.981366265,2925.925926,395000,135,4.905274778,280,2.074074074,4,3,3,3,4,A Remodelar,Casa,Barranco,0,0,0,0,1,1,0,0,0,0
7.983894712,2933.333333,880000,300,5.703782475,300,1,5,5,3,2,5,Bueno,Casa,Miraflores,1,1,0,0,1,1,0,0,0,0
7.985314158,2937.5,282000,96,4.564348191,244,2.541666667,5,2,3,1,2,Remodelado,Casa,Chorrillos,0,1,0,0,1,1,0,0,0,0
7.989560449,2950,590000,200,5.298317367,200,1,4,4,4,1,8,Bueno,Casa,Surquillo,0,0,0,0,0,0,0,0,0,0
7.995556652,2967.741935,460000,155,5.043425117,218,1.406451613,3,2,3,2,4,A Remodelar,Casa,Lince,0,0,0,0,1,1,0,0,0,0
7.995896268,2968.75,950000,320,5.768320996,350,1.09375,4,2,2,2,3,NoEspecifica,Casa,Miraflores,0,0,0,0,1,1,0,0,0,0
8.006367568,3000,825000,275,5.616771098,275,1,3,4,2,3,4,Bueno,Casa,Miraflores,0,0,1,0,1,1,0,1,1,1
8.006367568,3000,3000000,1000,6.907755279,610,0.61,5,5,2,5,3,NoEspecifica,Casa,Pachacamac,1,1,1,0,1,1,0,0,0,0
8.012549968,3018.604651,649000,215,5.370638028,215,1,5,4,3,0,2,NoEspecifica,Casa,Miraflores,0,0,1,0,0,1,0,1,1,1
8.012910666,3019.693654,1380000,457,6.124683391,250,0.547045952,5,5,2,0,3,NoEspecifica,Casa,Miraflores,0,0,0,0,0,0,0,1,1,1
8.01328801,3020.833333,580000,192,5.257495372,350,1.822916667,5,2,3,3,3,Bueno,Casa,Miraflores,0,1,0,0,1,1,0,0,0,0
8.014399739,3024.193548,1500000,496,6.206575927,904,1.822580645,5,5,3,3,5,NoEspecifica,Casa,Miraflores,0,1,1,0,1,1,0,0,0,0
8.016417904,3030.30303,1500000,495,6.204557763,904,1.826262626,5,5,3,0,1,Muy bueno,Casa,Miraflores,0,1,1,0,1,1,0,0,0,0
8.01723724,3032.786885,185000,61,4.110873864,134,2.196721311,3,3,3,0,3,NoEspecifica,Casa,Miraflores,0,0,0,0,1,1,0,1,1,1
8.021894289,3046.943662,648999,213,5.361292166,213,1,3,3,2,2,5,A Remodelar,Casa,Miraflores,0,0,0,1,1,1,0,1,1,1
8.023600635,3052.147239,995000,326,5.786897381,290,0.889570552,3,4,2,2,3,Remodelado,Casa,Miraflores,0,1,1,0,1,1,0,0,0,0
8.024268778,3054.187192,620000,203,5.313205979,300,1.477832512,4,3,3,2,3,A Remodelar,Casa,Miraflores,0,1,0,1,1,1,0,0,0,0
8.025608668,3058.282209,997000,326,5.786897381,290,0.889570552,3,3,2,2,3,Remodelado,Casa,Miraflores,0,1,1,0,1,1,0,0,0,0
8.025785654,3058.823529,104000,34,3.526360525,85,2.5,4,2,3,1,1,NoEspecifica,Casa en condominio,Chorrillos,0,0,0,0,0,0,0,0,0,0
8.027644966,3064.516129,190000,62,4.127134385,124,2,2,2,3,0,5,A Remodelar,Casa en condominio,Miraflores,0,0,0,0,1,1,0,0,0,0
8.027644966,3064.516129,190000,62,4.127134385,130,2.096774194,2,2,3,0,6,A Remodelar,Casa,Miraflores,0,0,0,0,0,0,0,0,0,0
8.033084956,3081.232493,1100000,357,5.877735782,380,1.06442577,3,4,3,2,5,Bueno,Casa,Miraflores,0,0,1,0,1,1,0,0,0,0
8.040269119,3103.448276,990000,319,5.765191103,290,0.909090909,3,4,2,2,6,Remodelado,Casa,Miraflores,0,1,1,0,1,1,0,0,0,0
8.040269119,3103.448276,1260000,406,6.00635316,559,1.376847291,3,5,3,2,3,NoEspecifica,Casa,Miraflores,0,1,1,0,1,1,0,0,0,0
8.040853744,3105.263158,590000,190,5.247024072,391,2.057894737,5,4,3,2,6,Bueno,Casa,Miraflores,0,0,0,0,1,1,0,0,0,0
8.042453957,3110.23622,395000,127,4.844187086,230,1.811023622,5,3,3,2,6,Bueno,Casa,Miraflores,0,1,1,1,1,1,0,0,0,0
8.042453957,3110.23622,395000,127,4.844187086,230,1.811023622,5,3,3,2,6,NoEspecifica,Casa,Miraflores,0,1,1,1,1,1,0,0,0,0
8.047189562,3125,750000,240,5.480638923,240,1,3,3,3,2,3,Bueno,Casa,Miraflores,0,0,0,0,0,0,0,0,0,0
8.05081933,3136.363636,345000,110,4.700480366,110,1,2,1,1,0,3,NoEspecifica,Casa,Barranco,0,0,0,0,0,0,0,1,0,1
8.054223589,3147.058824,535000,170,5.135798437,260,1.529411765,5,4,2,2,3,Regular,Casa,Lince,0,0,0,0,1,1,0,1,1,1
8.058618258,3160.91954,1100000,348,5.85220248,507,1.456896552,3,4,3,4,1,NoEspecifica,Casa,Miraflores,0,1,0,0,1,1,0,0,0,0
8.060434789,3166.666667,285000,90,4.49980967,225,2.5,5,3,3,0,3,Remodelado,Casa,Lince,0,0,0,0,0,0,0,1,1,1
8.060434789,3166.666667,950000,300,5.703782475,300,1,5,5,3,3,3,NoEspecifica,Casa,Miraflores,1,0,0,1,0,0,0,0,0,0
8.063937419,3177.777778,143000,45,3.80666249,45,1,3,2,3,0,1,A Remodelar,Casa en condominio,Miraflores,0,1,0,0,0,0,0,1,1,1
8.063937419,3177.777778,143000,45,3.80666249,45,1,3,2,3,0,1,A Remodelar,Casa,Miraflores,0,0,0,0,0,1,0,0,0,0
8.068737898,3193.069307,1290000,404,6.001414878,559,1.383663366,3,4,3,3,3,NoEspecifica,Casa,Miraflores,0,1,1,1,1,1,0,0,0,0
8.068737898,3193.069307,1290000,404,6.001414878,560,1.386138614,3,2,3,3,3,Remodelado,Casa,Miraflores,0,1,1,1,1,1,0,0,0,0
8.070906089,3200,480000,150,5.010635294,230,1.533333333,5,3,3,2,3,Bueno,Casa,Miraflores,0,1,0,0,1,1,0,1,1,1
8.074190164,3210.526316,610000,190,5.247024072,450,2.368421053,4,4,3,2,3,Bueno,Casa,Miraflores,0,0,0,0,1,1,0,1,1,1
8.074190164,3210.526316,610000,190,5.247024072,450,2.368421053,5,3,3,3,3,Bueno,Casa,Miraflores,0,0,0,0,1,1,1,1,1,1
8.074190164,3210.526316,610000,190,5.247024072,450,2.368421053,5,4,3,2,3,Bueno,Casa,Miraflores,0,0,0,0,0,0,0,1,1,1
8.074190164,3210.526316,610000,190,5.247024072,400,2.105263158,5,3,3,2,4,A Remodelar,Casa,Miraflores,0,1,0,1,1,1,0,0,0,0
8.078575876,3224.637681,1780000,552,6.313548046,1656,3,5,5,4,5,4,NoEspecifica,Casa,Barranco,0,1,1,1,1,1,0,0,0,0
8.078688229,3225,1290000,400,5.991464547,560,1.4,3,3,3,4,3,Muy bueno,Casa,Miraflores,0,1,1,0,1,1,0,0,0,0
8.082740546,3238.095238,680000,210,5.347107531,210,1,4,3,3,2,4,Bueno,Casa,Miraflores,0,1,1,1,1,1,0,0,0,0
8.084329109,3243.243243,1200000,370,5.913503006,400,1.081081081,3,4,2,2,5,NoEspecifica,Casa,Miraflores,0,1,1,0,1,1,0,0,0,0
8.091108796,3265.306122,1120000,343,5.837730447,350,1.020408163,5,5,2,4,3,Muy bueno,Casa,Miraflores,0,0,0,0,0,0,1,0,0,0
8.091525376,3266.666667,490000,150,5.010635294,300,2,5,4,3,1,1,A Remodelar,Casa,Barranco,0,1,0,0,1,1,0,0,0,0
8.091525376,3266.666667,490000,150,5.010635294,300,2,5,4,3,1,1,Bueno,Casa en condominio,Barranco,0,1,0,0,1,1,0,0,0,0
8.102511428,3302.752294,720000,218,5.384495063,350,1.605504587,3,4,3,5,6,Remodelado,Casa,Miraflores,0,0,0,0,0,0,0,0,0,0
8.103630873,3306.451613,205000,62,4.127134385,130,2.096774194,3,2,3,0,5,Regular,Casa,Miraflores,0,0,1,0,0,0,0,0,0,0
8.111728083,3333.333333,490000,147,4.990432587,274,1.863945578,4,5,3,1,5,Remodelado,Casa,Miraflores,0,0,0,0,1,1,0,1,1,1
8.115903455,3347.280335,1600000,478,6.169610732,350,0.732217573,5,5,3,3,1,Excelente,Casa,Miraflores,0,0,0,0,1,1,1,1,1,1
8.121484258,3366.013072,515000,153,5.030437921,236,1.54248366,3,3,3,2,4,A Remodelar,Casa,Miraflores,0,1,1,0,1,1,0,0,0,0
8.128535202,3389.830508,1400000,413,6.023447593,750,1.81598063,5,5,3,3,2,NoEspecifica,Casa,Miraflores,0,1,1,1,1,1,0,0,0,0
8.12942766,3392.857143,1900000,560,6.327936784,560,1,3,4,3,3,3,NoEspecifica,Casa,Miraflores,0,1,1,0,1,1,0,0,0,0
8.130077222,3395.061728,1100000,324,5.780743516,600,1.851851852,5,5,3,1,2,NoEspecifica,Casa,Miraflores,0,1,0,0,1,1,0,0,0,0
8.131146169,3398.69281,520000,153,5.030437921,236,1.54248366,3,3,3,2,5,Bueno,Casa,Miraflores,0,1,1,1,1,1,0,0,0,0
8.131530711,3400,170000,50,3.912023005,150,3,3,3,3,1,1,Excelente,Casa,Chorrillos,0,0,0,0,0,0,0,1,1,1
8.132781493,3404.255319,800000,235,5.459585514,260,1.106382979,3,4,2,2,1,Muy bueno,Casa,Miraflores,1,0,1,0,1,1,0,0,0,0
8.134200939,3409.090909,525000,154,5.036952602,236,1.532467532,3,2,3,2,3,Remodelado,Casa,Miraflores,0,1,1,1,1,1,0,0,0,0
8.143333423,3440.366972,4500000,1308,7.176254532,600,0.458715596,5,4,2,5,7,Remodelado,Casa,Miraflores,0,1,0,0,0,1,0,0,0,0
8.143333423,3440.366972,4500000,1308,7.176254532,900,0.688073394,5,5,2,5,8,NoEspecifica,Casa,Miraflores,0,1,1,0,0,0,0,0,0,0
8.14612951,3450,690000,200,5.298317367,391,1.955,3,5,3,2,3,NoEspecifica,Casa,Miraflores,0,0,0,0,1,1,0,0,0,0
8.149250523,3460.784314,1059000,306,5.723585102,482,1.575163399,5,3,3,3,3,NoEspecifica,Casa,Miraflores,0,1,0,0,0,0,1,1,1,0
8.149468411,3461.538462,4500000,1300,7.170119543,583,0.448461538,5,5,2,5,7,Remodelado,Casa,Miraflores,0,1,1,0,1,1,0,0,0,0
8.152550078,3472.222222,1250000,360,5.886104031,550,1.527777778,5,4,3,2,3,Remodelado,Casa,Miraflores,0,1,1,0,1,1,0,0,0,0
8.157190457,3488.372093,1050000,301,5.707110265,350,1.162790698,4,3,2,4,2,NoEspecifica,Casa,Miraflores,0,1,1,0,1,1,0,0,0,0
8.16653632,3521.126761,1500000,426,6.054439346,120,0.281690141,4,3,2,3,4,Regular,Casa,Chorrillos,1,1,1,0,1,1,0,0,0,0
8.168240294,3527.131783,910000,258,5.552959585,343,1.329457364,5,4,3,0,3,NoEspecifica,Casa,Surquillo,1,1,1,0,1,1,0,0,0,0
8.179169364,3565.891473,920000,258,5.552959585,366,1.418604651,5,4,3,2,2,Bueno,Casa,Surquillo,1,1,1,0,1,0,0,0,0,0
8.183582187,3581.661891,1250000,349,5.855071922,329,0.94269341,5,5,3,2,6,Bueno,Casa,Miraflores,0,0,1,0,0,0,0,0,0,0
8.184048745,3583.333333,215000,60,4.094344562,86,1.433333333,3,2,4,0,5,Remodelado,Casa en condominio,Miraflores,0,0,0,0,0,0,0,0,0,0
8.188689124,3600,2642400,734,6.598509029,386,0.525885559,3,2,1,2,7,Bueno,Casa,Miraflores,0,1,1,0,0,0,0,0,0,0
8.193406114,3617.021277,850000,235,5.459585514,420,1.787234043,4,3,3,2,3,Remodelado,Casa,Miraflores,0,0,0,1,1,1,0,1,1,1
8.193406114,3617.021277,850000,235,5.459585514,420,1.787234043,4,3,3,2,2,Excelente,Casa,Miraflores,0,0,0,1,1,1,0,1,1,1
8.201774364,3647.416413,1200000,329,5.796057751,608,1.848024316,5,5,2,1,4,Bueno,Casa,Miraflores,0,0,0,0,0,0,0,0,0,0
8.202880253,3651.452282,880000,241,5.484796933,477,1.979253112,4,5,4,3,1,Muy bueno,Casa,Miraflores,0,1,0,0,1,1,0,0,0,0
8.207038263,3666.666667,1100000,300,5.703782475,300,1,5,5,4,2,1,Bueno,Casa,Miraflores,0,1,1,1,1,1,0,0,0,0
8.221478947,3720,930000,250,5.521460918,250,1,3,4,3,1,1,Remodelado,Casa,Miraflores,0,1,1,0,1,1,0,0,0,0
8.226706068,3739.495798,890000,238,5.472270674,312,1.31092437,4,4,2,2,1,Remodelado,Casa,Lince,0,1,1,0,1,1,0,0,0,0
8.242756346,3800,570000,150,5.010635294,310,2.066666667,4,3,3,1,4,NoEspecifica,Casa,Miraflores,0,1,1,0,1,1,0,0,0,0
8.242756346,3800,570000,150,5.010635294,265,1.766666667,4,3,3,1,3,Remodelado,Casa,Miraflores,0,1,1,0,1,1,0,0,0,0
8.261259817,3870.967742,1200000,310,5.736572297,510,1.64516129,5,5,3,2,4,NoEspecifica,Casa,Miraflores,1,1,1,1,1,1,0,0,0,0
8.268731832,3900,780000,200,5.298317367,280,1.4,3,3,3,3,4,Bueno,Casa,Miraflores,0,1,0,0,1,1,0,0,0,0
8.275357507,3925.925926,1590000,405,6.003887067,500,1.234567901,3,5,3,3,3,NoEspecifica,Casa,Miraflores,0,1,1,0,1,1,0,0,0,0
8.277242522,3933.333333,590000,150,5.010635294,310,2.066666667,4,2,3,1,3,Remodelado,Casa,Miraflores,0,0,1,0,1,1,0,0,0,0
8.277829696,3935.643564,1590000,404,6.001414878,560,1.386138614,3,5,3,3,3,NoEspecifica,Casa,Miraflores,0,0,0,0,1,1,0,0,0,0
8.280804413,3947.368421,600000,152,5.023880521,250,1.644736842,5,5,3,1,2,A Remodelar,Casa,Miraflores,0,1,0,0,1,1,0,0,0,0
