ln_precio_m2,precio_m2,precio,area_total_m2,ln_area_total_m2,area_constr_m2,ratio_construccion,dormitorios,banios,nro_pisos,cocheras,antiguedad,estado_inmueble,tipo_vivienda,distrito,piscina,terraza,jardin,parrilla,cuarto_servicio,banio_servicio,sistema_seguridad,colegios_cercanos,centros_comerciales_cercanos,parques_cercanos
7.474861739,1763.157895,670000,380,5.940171253,380,1,5,5,3,2,1,Remodelado,Casa,Miraflores,0,0,0,0,1,1,0,1,1,1
7.475133072,1763.636364,485000,275,5.616771098,275,1,5,3,3,1,5,Bueno,Casa,Miraflores,0,1,1,0,0,0,0,0,1,1
7.475739317,1764.705882,1200000,680,6.522092798,750,1.102941176,5,5,2,4,2,NoEspecifica,Casa,Pucusana,0,1,0,0,0,0,1,0,0,0
7.479949849,1772.151899,420000,237,5.468060141,276,1.164556962,3,5,2,3,2,Remodelado,Casa en condominio,Chorrillos,0,1,1,0,1,1,0,0,0,0
7.481555702,1775,142000,80,4.382026635,80,1,2,2,3,0,4,NoEspecifica,Casa en quinta,Miraflores,0,0,0,0,0,0,0,1,1,1
7.485070644,1781.25,285000,160,5.075173815,280,1.75,5,3,3,1,5,A Remodelar,Casa,Ate,0,0,0,0,0,0,0,0,1,1
7.485571772,1782.142857,499000,280,5.634789603,200,0.714285714,5,3,2,2,4,A Remodelar,Casa,Miraflores,0,1,1,0,1,1,0,0,0,0
7.493013498,1795.454545,395000,220,5.393627546,250,1.136363636,3,3,3,2,1,Muy bueno,Casa en condominio,Chorrillos,0,1,1,0,1,1,0,0,0,0
7.495541944,1800,198000,110,4.700480366,280,2.545454545,3,3,3,2,6,NoEspecifica,Casa en condominio,Chorrillos,0,0,1,0,1,1,0,0,0,0
7.4968331,1802.325581,310000,172,5.147494477,290,1.686046512,5,5,2,2,9,Muy bueno,Casa,Ate,0,1,0,0,1,1,0,0,1,0
7.499119765,1806.451613,280000,155,5.043425117,105,0.677419355,3,2,2,2,4,NoEspecifica,Casa,Chorrillos,0,0,0,0,0,0,0,0,0,0
7.502462387,1812.5,290000,160,5.075173815,220,1.375,3,2,5,1,3,Excelente,Casa,Ate,0,0,0,0,0,0,0,0,1,0
7.502462387,1812.5,290000,160,5.075173815,373,2.33125,4,4,3,1,3,NoEspecifica,Casa,Ate,0,0,0,0,1,1,0,1,1,1
7.504341498,1815.909091,799000,440,6.086774727,440,1,4,4,3,2,1,Muy bueno,Casa,Miraflores,0,0,0,0,1,1,0,0,0,1
7.507376402,1821.428571,255000,140,4.941642423,275,1.964285714,5,4,3,2,3,NoEspecifica,Casa,Ate,0,0,0,0,0,0,0,1,1,1
7.509335266,1825,730000,400,5.991464547,400,1,4,3,3,3,4,A Remodelar,Casa,Miraflores,1,1,1,0,1,1,0,0,0,0
7.512891582,1831.501832,1000000,546,6.302618976,493,0.902930403,4,4,3,3,4,NoEspecifica,Casa en condominio,Chorrillos,1,1,1,0,1,1,0,0,0,0
7.513891083,1833.333333,220000,120,4.787491743,120,1,4,3,2,1,1,Muy bueno,Casa,Ate,0,0,0,0,0,0,0,1,1,1
7.513891083,1833.333333,330000,180,5.192956851,280,1.555555556,4,3,3,2,1,NoEspecifica,Casa,Ate,0,1,0,0,0,0,1,0,0,0
7.513891083,1833.333333,660000,360,5.886104031,249,0.691666667,3,4,2,3,4,NoEspecifica,Casa,Miraflores,0,0,0,0,1,1,1,1,1,1
7.513891083,1833.333333,2750000,1500,7.313220387,1000,0.666666667,5,5,2,5,1,Muy bueno,Casa,Chaclacayo,1,1,1,1,1,1,0,0,0,0
7.515041169,1835.443038,580000,316,5.755742214,316,1,5,3,3,2,1,Muy bueno,Casa,Miraflores,0,0,1,0,0,1,0,1,1,1
7.516819342,1838.709677,570000,310,5.736572297,310,1,4,3,3,1,2,Excelente,Casa,Miraflores,0,0,0,0,1,1,1,1,1,1
7.51955682,1843.75,295000,160,5.075173815,260,1.625,5,4,3,1,2,Muy bueno,Casa,Ate,0,0,0,0,0,0,0,1,1,1
7.521438288,1847.222222,665000,360,5.886104031,350,0.972222222,5,3,2,2,4,A Remodelar,Casa,Miraflores,0,1,1,0,1,1,0,0,0,0
7.52432596,1852.564103,289000,156,5.049856007,156,1,5,3,3,1,9,Bueno,Casa,Chorrillos,0,0,1,0,0,0,0,0,0,0
7.525826433,1855.345912,590000,318,5.762051383,274,0.86163522,4,4,2,2,4,Muy bueno,Casa,Miraflores,0,0,0,0,1,1,0,1,1,1
7.526590427,1856.763926,700000,377,5.932245187,377,1,5,4,2,2,2,Remodelado,Casa en condominio,Miraflores,0,0,1,0,1,1,0,0,0,0
7.527780195,1858.974359,435000,234,5.455321115,420,1.794871795,5,4,3,4,2,Excelente,Casa,Ate,0,0,1,0,1,1,1,1,1,1
7.530943871,1864.864865,690000,370,5.913503006,360,0.972972973,4,3,3,0,3,A Remodelar,Casa,Miraflores,0,0,0,0,1,1,0,1,1,1
7.531909588,1866.666667,560000,300,5.703782475,345,1.15,4,4,2,2,3,Excelente,Casa,Miraflores,0,0,0,0,1,1,0,1,1,1
7.531909588,1866.666667,560000,300,5.703782475,390,1.3,5,4,2,2,4,A Remodelar,Casa,Miraflores,0,1,1,0,1,0,0,0,0,0
7.531909588,1866.666667,560000,300,5.703782475,300,1,4,3,3,0,2,Bueno,Casa,Miraflores,0,0,0,0,1,1,0,0,0,0
7.536363938,1875,300000,160,5.075173815,220,1.375,3,3,2,1,5,Bueno,Casa,Ate,0,1,1,0,0,0,0,0,0,0
7.536363938,1875,330000,176,5.170483995,229,1.301136364,3,3,3,3,1,Bueno,Casa,Chorrillos,0,1,0,0,1,1,0,0,0,0
7.537257194,1876.675603,700000,373,5.92157842,393,1.053619303,5,5,3,2,3,Bueno,Casa,Miraflores,0,1,1,0,1,1,0,0,0,0
7.5406836,1883.116883,580000,308,5.730099783,216,0.701298701,3,3,2,2,1,Bueno,Casa en condominio,Chorrillos,0,1,1,0,1,1,0,0,0,0
7.5406836,1883.116883,580000,308,5.730099783,216,0.701298701,3,4,2,2,1,Bueno,Casa en condominio,Chorrillos,0,1,1,0,1,1,0,0,0,0
7.545842682,1892.857143,795000,420,6.040254711,363,0.864285714,5,5,3,3,2,Remodelado,Casa,Miraflores,0,1,1,0,1,1,0,0,0,0
7.546414274,1893.939394,250000,132,4.882801923,190,1.439393939,3,4,2,1,1,NoEspecifica,Casa,Carabayllo,0,0,0,0,1,1,1,0,0,0
7.549609165,1900,380000,200,5.298317367,200,1,5,5,3,0,3,Bueno,Casa,Chorrillos,0,0,0,0,0,0,0,1,0,1
7.553556339,1907.514451,330000,173,5.153291594,173,1,3,3,3,1,3,Excelente,Casa,Surquillo,0,1,0,0,0,0,0,1,1,1
7.554382444,1909.090909,420000,220,5.393627546,324,1.472727273,4,3,3,4,2,Muy bueno,Casa,Ate,0,0,0,0,1,1,1,1,1,1
7.554917346,1910.11236,510000,267,5.587248658,300,1.123595506,5,5,1,4,4,NoEspecifica,Casa,Lince,0,0,0,0,1,1,1,1,1,1
7.560897125,1921.568627,980000,510,6.234410726,350,0.68627451,3,3,2,2,9,Remodelado,Casa,Chorrillos,0,1,1,0,1,1,0,0,0,0
7.562681247,1925,385000,200,5.298317367,181,0.905,4,3,2,1,3,Remodelado,Casa,Lince,0,0,1,0,1,1,0,1,1,1
7.562681247,1925,385000,200,5.298317367,180,0.9,3,2,1,1,3,Muy bueno,Casa,Lince,0,0,0,0,1,1,0,1,1,1
7.563162132,1925.925926,260000,135,4.905274778,390,2.888888889,5,5,3,0,3,NoEspecifica,Casa,Comas,0,0,0,0,0,0,0,1,0,1
7.567000908,1933.333333,580000,300,5.703782475,318,1.06,4,3,4,2,4,A Remodelar,Casa,Miraflores,0,0,0,0,1,1,0,1,1,1
7.567566039,1934.42623,590000,305,5.720311777,242,0.793442623,5,3,2,2,2,A Remodelar,Casa,Miraflores,0,1,1,1,1,1,0,0,0,0
7.567566039,1934.42623,590000,305,5.720311777,242,0.793442623,5,3,2,2,3,A Remodelar,Casa,Miraflores,0,0,0,0,0,0,0,0,0,0
7.567616482,1934.52381,650000,336,5.81711116,265,0.788690476,3,4,1,3,4,A Remodelar,Casa,Miraflores,0,0,0,0,1,1,0,1,1,1
7.567616482,1934.52381,650000,336,5.81711116,265,0.788690476,3,3,1,3,3,Regular,Casa,Miraflores,0,0,0,0,1,1,0,1,1,1
7.567616482,1934.52381,650000,336,5.81711116,265,0.788690476,3,4,2,3,3,A Remodelar,Casa,Miraflores,0,0,0,0,1,1,1,1,1,0
7.569153761,1937.5,310000,160,5.075173815,250,1.5625,5,2,2,2,3,Bueno,Casa,Surquillo,0,0,0,0,0,0,1,1,1,1
7.569153761,1937.5,310000,160,5.075173815,260,1.625,5,4,3,1,2,Remodelado,Casa,Ate,0,0,1,1,1,1,0,1,1,1
7.569153761,1937.5,310000,160,5.075173815,300,1.875,4,3,2,1,4,Muy bueno,Casa,Ate,0,1,1,0,0,0,0,0,0,0
7.569153761,1937.5,620000,320,5.768320996,350,1.09375,4,4,2,2,6,NoEspecifica,Casa,Miraflores,0,0,0,0,1,1,0,0,0,0
7.572731583,1944.444444,700000,360,5.886104031,360,1,5,5,3,2,2,Bueno,Casa,Miraflores,1,0,1,0,1,1,0,0,0,0
7.574926973,1948.717949,380000,195,5.272999559,195,1,4,5,3,2,2,Excelente,Casa,Lince,0,0,0,0,0,0,1,1,1,1
7.575584652,1950,780000,400,5.991464547,200,0.5,5,4,2,2,3,Bueno,Casa,Miraflores,0,0,0,0,1,1,0,1,1,1
7.577185933,1953.125,2500000,1280,7.154615357,650,0.5078125,3,4,2,4,8,NoEspecifica,Casa,Chorrillos,1,1,1,1,1,1,0,0,0,0
7.583280858,1965.065502,450000,229,5.433722004,220,0.96069869,4,3,2,0,6,A Remodelar,Casa,Barranco,0,1,0,0,1,1,0,1,1,0
7.583510717,1965.517241,285000,145,4.976733742,145,1,4,3,3,1,3,NoEspecifica,Casa,Ate,0,1,0,0,0,0,0,0,0,0
7.584373158,1967.213115,360000,183,5.209486153,195,1.06557377,3,4,2,0,5,Remodelado,Casa en condominio,Miraflores,0,1,0,0,1,1,0,0,0,0
7.585154103,1968.75,630000,320,5.768320996,350,1.09375,4,5,2,2,6,NoEspecifica,Casa,Miraflores,0,1,1,0,1,1,0,0,0,0
7.585154103,1968.75,630000,320,5.768320996,350,1.09375,4,4,2,2,6,Remodelado,Casa,Miraflores,0,1,1,0,1,1,0,0,0,0
7.588283996,1974.92163,630000,319,5.765191103,350,1.097178683,4,4,2,2,6,Bueno,Casa,Miraflores,0,1,1,0,1,1,0,0,0,0
7.589852623,1978.021978,720000,364,5.897153868,270,0.741758242,3,3,2,2,4,Bueno,Casa,Miraflores,0,1,1,1,1,1,0,0,0,0
7.590952129,1980.19802,200000,101,4.615120517,210,2.079207921,5,5,3,0,3,Muy bueno,Casa,Callao,0,0,0,0,1,1,0,1,1,1
7.60090246,2000,180000,90,4.49980967,220,2.444444444,4,4,4,2,3,Remodelado,Casa,Bellavista,0,0,0,1,1,1,0,1,1,1
7.60090246,2000,240000,120,4.787491743,330,2.75,5,5,4,1,1,Muy bueno,Casa,Lurigancho,0,0,0,0,0,0,1,0,0,1
7.60090246,2000,320000,160,5.075173815,180,1.125,4,3,2,2,3,NoEspecifica,Casa,Surquillo,0,0,0,0,1,1,0,0,0,0
7.60090246,2000,420000,210,5.347107531,190,0.904761905,3,3,2,2,9,NoEspecifica,Casa en condominio,Chorrillos,0,1,1,0,1,1,0,0,0,0
7.60090246,2000,840000,420,6.040254711,420,1,4,4,2,2,5,Excelente,Casa,Miraflores,0,0,0,0,0,0,0,1,1,1
7.60090246,2000,900000,450,6.109247583,386,0.857777778,3,4,2,2,1,NoEspecifica,Casa en condominio,Ancon,1,1,1,0,1,1,0,0,0,0
7.610952795,2020.20202,200000,99,4.59511985,210,2.121212121,4,2,2,0,4,Muy bueno,Casa en quinta,Barranco,0,1,0,0,0,0,0,1,1,1
7.612736917,2023.809524,850000,420,6.040254711,235,0.55952381,5,3,4,2,9,Excelente,Casa,Miraflores,0,0,0,0,1,1,1,1,1,1
7.615572649,2029.55665,412000,203,5.313205979,203,1,5,4,3,0,2,Excelente,Casa,Miraflores,0,0,0,0,0,1,1,1,1,1
7.615572649,2029.55665,412000,203,5.313205979,203,1,5,4,3,0,2,Excelente,Casa,Miraflores,0,0,0,0,1,1,1,1,1,1
7.615717545,2029.850746,680000,335,5.814130532,288,0.859701493,5,3,2,3,5,Muy bueno,Casa,Miraflores,0,1,0,0,1,1,0,0,0,1
7.616902801,2032.258065,189000,93,4.532599493,90,0.967741935,1,2,1,0,4,Bueno,Casa,Miraflores,0,1,0,0,0,0,0,0,0,0
7.617709578,2033.898305,360000,177,5.176149733,177,1,5,5,4,2,6,Bueno,Casa,Ate,0,0,0,0,1,1,1,1,0,1
7.619014209,2036.553525,780000,383,5.948034989,383,1,4,3,2,2,3,A Remodelar,Casa,Miraflores,0,1,1,1,1,1,0,0,0,0
7.621521747,2041.666667,490000,240,5.480638923,280,1.166666667,4,3,3,2,1,Bueno,Casa en condominio,Chorrillos,0,1,1,1,1,1,0,0,0,0
7.622962178,2044.609665,1100000,538,6.28785856,504,0.936802974,5,5,3,5,4,NoEspecifica,Casa en condominio,Chorrillos,1,1,1,0,1,1,0,0,0,0
7.625195152,2049.180328,250000,122,4.804021045,206,1.68852459,3,3,3,0,3,NoEspecifica,Casa en condominio,Chorrillos,0,1,1,0,0,0,0,0,0,0
7.626220268,2051.282051,800000,390,5.966146739,500,1.282051282,5,4,2,4,2,A Remodelar,Casa,Miraflores,0,0,0,0,1,1,0,0,1,1
7.626798804,2052.469136,997500,486,6.186208624,405,0.833333333,3,5,2,4,4,Bueno,Casa,Miraflores,0,1,1,0,1,1,0,0,0,0
7.628301434,2055.555556,185000,90,4.49980967,90,1,3,3,3,0,2,Remodelado,Casa,Miraflores,0,1,0,0,0,0,0,0,0,0
7.629340395,2057.692308,749000,364,5.897153868,270,0.741758242,3,2,2,2,3,Remodelado,Casa,Miraflores,0,1,1,0,1,1,0,0,0,0
7.629889996,2058.823529,525000,255,5.541263545,255,1,4,3,2,1,4,A Remodelar,Casa,Miraflores,0,1,0,0,1,0,0,1,1,1
7.630461262,2060,618000,300,5.703782475,260,0.866666667,4,3,3,2,4,NoEspecifica,Casa,Miraflores,0,1,0,0,1,1,1,0,0,0
7.63062864,2060.344828,239000,116,4.753590191,205,1.767241379,3,3,3,0,3,A Remodelar,Casa,Barranco,0,0,0,0,1,1,0,0,0,0
7.634367616,2068.062827,790000,382,5.945420609,288,0.753926702,5,3,2,5,3,A Remodelar,Casa,Miraflores,0,0,1,1,1,1,0,1,0,1
7.635035466,2069.444444,298000,144,4.9698133,260,1.805555556,5,4,3,1,5,Bueno,Casa,Ate,0,0,0,0,1,1,0,1,1,1
7.635388636,2070.175439,590000,285,5.65248918,250,0.877192982,4,2,1,2,5,Bueno,Casa,Miraflores,0,1,0,0,1,1,1,1,1,1
7.636184274,2071.823204,750000,362,5.891644212,230,0.635359116,3,3,2,2,3,NoEspecifica,Casa,Miraflores,0,0,0,0,1,0,0,1,1,1
7.636184274,2071.823204,750000,362,5.891644212,260,0.718232044,5,5,5,0,3,A Remodelar,Casa,Miraflores,0,0,0,1,0,0,0,0,0,0
7.636184274,2071.823204,750000,362,5.891644212,210,0.580110497,5,4,2,2,3,Bueno,Casa,Miraflores,0,0,0,0,0,0,0,1,1,1
7.638642788,2076.923077,162000,78,4.356708827,78,1,4,2,3,0,3,Muy bueno,Casa en condominio,Carabayllo,0,0,0,0,0,0,1,1,0,0
7.641724454,2083.333333,350000,168,5.123963979,383,2.279761905,5,3,3,0,3,Bueno,Casa,Chorrillos,0,0,0,0,1,1,0,0,0,1
7.643897823,2087.866109,499000,239,5.476463552,270,1.129707113,4,2,2,2,4,Bueno,Casa,Lince,0,1,1,0,1,1,0,0,0,0
7.643919845,2087.912088,380000,182,5.204006687,182,1,4,4,3,4,3,NoEspecifica,Casa,Surquillo,0,0,0,0,1,1,0,1,1,1
7.645638353,2091.503268,320000,153,5.030437921,311,2.032679739,4,2,3,1,4,Bueno,Casa,Bellavista,0,1,1,0,0,0,0,0,0,0
7.645695616,2091.623037,799000,382,5.945420609,299,0.782722513,5,4,2,3,3,Bueno,Casa,Miraflores,0,0,0,0,1,1,0,1,1,1
7.646022895,2092.307692,680000,325,5.783825182,280,0.861538462,4,3,2,2,4,NoEspecifica,Casa,Miraflores,0,1,1,0,1,1,0,0,0,0
7.646364834,2093.023256,360000,172,5.147494477,446,2.593023256,5,5,3,0,1,Bueno,Casa,Bellavista,0,0,0,0,0,0,0,0,0,0
7.647295499,2094.972067,750000,358,5.880532986,385,1.075418994,5,5,2,1,6,Bueno,Casa,Miraflores,0,1,0,0,0,0,0,0,0,0
7.649276044,2099.125364,720000,343,5.837730447,343,1,4,3,2,3,3,Remodelado,Casa,Miraflores,0,0,0,1,1,1,1,1,1,1
7.653088213,2107.142857,295000,140,4.941642423,320,2.285714286,5,5,3,0,3,Bueno,Casa,Ate,0,0,0,0,0,0,0,1,1,1
7.653088213,2107.142857,590000,280,5.634789603,306,1.092857143,4,2,2,1,6,Bueno,Casa,Miraflores,0,0,1,0,1,1,0,0,0,0
7.654486706,2110.091743,460000,218,5.384495063,218,1,3,2,2,1,6,Muy bueno,Casa,Miraflores,0,0,0,0,1,0,0,0,0,0
7.657472811,2116.402116,800000,378,5.934894196,378,1,5,4,2,2,3,A Remodelar,Casa,Miraflores,0,1,0,0,1,1,0,1,1,1
7.658334509,2118.226601,860000,406,6.00635316,300,0.738916256,5,5,3,3,4,Remodelado,Casa,Miraflores,0,1,1,0,1,1,0,0,0,0
7.660416587,2122.641509,450000,212,5.356586275,230,1.08490566,4,1,2,1,6,A Remodelar,Casa,Barranco,0,1,0,0,1,1,0,0,0,0
7.661527081,2125,850000,400,5.991464547,306,0.765,5,5,3,2,2,Muy bueno,Casa,Miraflores,0,0,1,0,1,1,0,1,1,1
7.671106718,2145.454545,590000,275,5.616771098,346,1.258181818,4,4,2,2,3,Remodelado,Casa,Miraflores,0,0,0,1,1,1,0,1,1,1
7.673223121,2150,430000,200,5.298317367,240,1.2,4,4,2,1,4,Bueno,Casa,Ate,0,0,0,0,0,0,0,0,0,0
7.673661814,2150.943396,570000,265,5.579729826,280,1.056603774,4,3,3,1,3,NoEspecifica,Casa,Miraflores,0,0,0,0,0,0,0,1,1,0
7.674369611,2152.466368,480000,223,5.407171771,176,0.789237668,3,5,2,1,3,NoEspecifica,Casa,Chorrillos,0,0,0,0,0,1,0,1,1,1
7.674514277,2152.777778,465000,216,5.375278408,184,0.851851852,5,4,2,2,4,Bueno,Casa,Miraflores,0,0,0,0,1,1,0,1,1,0
7.676410012,2156.862745,1100000,510,6.234410726,450,0.882352941,3,4,2,2,3,NoEspecifica,Casa,Chorrillos,0,1,1,0,0,0,0,0,0,0
7.677442537,2159.090909,570000,264,5.575949103,336,1.272727273,4,2,2,2,4,Bueno,Casa,Miraflores,0,0,0,0,0,0,0,1,1,1
7.679182017,2162.849873,850000,393,5.973809612,450,1.145038168,4,3,2,4,4,Bueno,Casa,Miraflores,1,1,1,1,1,1,0,0,0,0
7.680945167,2166.666667,650000,300,5.703782475,380,1.266666667,5,4,2,4,2,Bueno,Casa,Miraflores,0,1,0,0,0,0,0,0,0,0
7.68306786,2171.270718,786000,362,5.891644212,210,0.580110497,4,5,2,2,3,Bueno,Casa,Miraflores,0,1,1,0,1,1,0,0,0,1
7.686060268,2177.777778,980000,450,6.109247583,580,1.288888889,5,5,2,4,3,Bueno,Casa,Miraflores,0,0,0,0,1,1,0,0,1,1
7.686060268,2177.777778,980000,450,6.109247583,550,1.222222222,5,5,3,1,3,Excelente,Casa,Miraflores,0,0,0,0,0,0,0,0,0,0
7.686060268,2177.777778,980000,450,6.109247583,500,1.111111111,5,5,3,0,3,Bueno,Casa,Miraflores,0,1,0,0,0,0,0,0,0,0
7.689455857,2185.185185,590000,270,5.598421959,300,1.111111111,4,3,2,2,4,Bueno,Casa,Miraflores,0,1,1,0,1,1,0,0,0,0
7.690098038,2186.588921,750000,343,5.837730447,280,0.816326531,4,3,2,4,3,Bueno,Casa,Miraflores,0,1,1,1,1,1,0,0,0,0
7.690133593,2186.666667,820000,375,5.926926026,380,1.013333333,4,4,2,2,4,Remodelado,Casa,Miraflores,0,1,1,0,1,1,0,0,0,0
7.690133593,2186.666667,820000,375,5.926926026,400,1.066666667,4,4,2,1,4,NoEspecifica,Casa,Miraflores,0,1,1,0,1,1,0,0,0,0
7.692469653,2191.780822,960000,438,6.08221891,480,1.095890411,4,5,3,3,4,Excelente,Casa,Miraflores,0,1,0,0,0,0,1,1,0,0
7.692803822,2192.513369,410000,187,5.231108617,187,1,2,1,2,0,4,Bueno,Casa,Miraflores,0,0,0,0,1,1,0,1,1,1
7.695089675,2197.530864,890000,405,6.003887067,373,0.920987654,4,3,3,4,4,Muy bueno,Casa,Miraflores,1,1,1,1,1,1,0,0,0,0
7.69871577,2205.513784,880000,399,5.988961417,419,1.050125313,3,4,2,3,2,Bueno,Casa,Miraflores,0,1,1,1,1,1,0,0,0,0
7.701336857,2211.302211,900000,407,6.008813185,407,1,4,5,2,3,4,Muy bueno,Casa,Miraflores,0,1,1,0,1,1,0,0,0,0
7.701579126,2211.838006,710000,321,5.771441123,321,1,5,3,2,3,3,Excelente,Casa,Miraflores,0,0,0,0,0,0,1,1,1,1
7.701828378,2212.389381,750000,339,5.826000107,308,0.908554572,3,4,2,4,3,A Remodelar,Casa,Barranco,0,0,0,1,1,1,0,0,1,1
7.702438879,2213.740458,290000,131,4.875197323,200,1.526717557,4,2,2,1,3,Bueno,Casa,Barranco,0,0,0,0,0,0,1,1,0,1
7.703759845,2216.666667,665000,300,5.703782475,300,1,3,3,3,3,3,Muy bueno,Casa,Miraflores,0,0,0,0,1,1,0,1,1,1
7.704956639,2219.321149,850000,383,5.948034989,369,0.963446475,4,4,2,4,3,A Remodelar,Casa,Miraflores,0,1,1,1,1,1,0,0,0,0
7.707321737,2224.576271,525000,236,5.463831805,236,1,3,3,3,2,3,Excelente,Casa,Miraflores,0,0,0,1,1,1,0,1,1,1
7.710101752,2230.769231,725000,325,5.783825182,385,1.184615385,3,2,3,2,1,NoEspecifica,Casa,Miraflores,0,1,1,0,1,1,0,0,0,0
7.713231645,2237.762238,960000,429,6.061456919,515,1.2004662,5,4,3,4,5,Bueno,Casa,Miraflores,0,1,1,1,1,1,0,0,0,0
7.718685495,2250,450000,200,5.298317367,170,0.85,3,1,2,1,3,A Remodelar,Casa,Miraflores,0,1,0,0,1,1,0,1,1,1
7.720990782,2255.192878,760000,337,5.82008293,421,1.24925816,5,3,3,2,4,NoEspecifica,Casa,Miraflores,0,1,0,0,1,1,0,0,0,0
7.721391857,2256.097561,185000,82,4.406719247,141,1.719512195,3,2,2,1,2,Muy bueno,Casa,Ate,0,0,0,0,0,0,0,1,1,1
7.728735831,2272.727273,750000,330,5.799092654,255,0.772727273,4,2,2,2,6,Muy bueno,Casa,Miraflores,0,1,0,0,1,1,0,1,1,1
7.730360527,2276.422764,560000,246,5.505331536,246,1,3,2,2,3,4,Muy bueno,Casa,Miraflores,0,0,0,1,1,1,1,1,1,1
7.733391643,2283.333333,685000,300,5.703782475,520,1.733333333,4,4,3,2,3,Muy bueno,Casa,Miraflores,1,0,0,1,1,1,0,1,1,1
7.740664402,2300,897000,390,5.966146739,350,0.897435897,5,4,3,3,4,Regular,Casa,Miraflores,0,0,0,0,0,0,0,1,1,1
7.741805055,2302.625,349999,152,5.023880521,320,2.105263158,5,5,3,1,2,Bueno,Casa,Ate,0,1,0,1,1,1,1,1,1,1
7.743304247,2306.079665,1100000,477,6.167516491,390,0.817610063,5,4,2,3,4,A Remodelar,Casa,Miraflores,0,1,1,1,1,1,0,0,0,0
7.744003303,2307.692308,1290000,559,6.326149473,559,1,3,5,3,3,2,Excelente,Casa,Miraflores,0,0,1,1,1,1,1,1,0,1
7.745402884,2310.92437,1100000,476,6.165417854,400,0.840336134,4,4,2,0,3,NoEspecifica,Casa,Miraflores,0,0,0,0,0,0,0,0,1,1
7.745574395,2311.320755,980000,424,6.049733455,424,1,5,5,2,4,5,Bueno,Casa,Miraflores,0,1,1,0,1,1,0,0,0,0
7.746084469,2312.5,370000,160,5.075173815,390,2.4375,5,5,3,2,3,Muy bueno,Casa,Ate,0,0,0,0,0,0,1,1,1,1
7.746487777,2313.432836,465000,201,5.303304908,247,1.228855721,4,3,2,4,3,Excelente,Casa,Lince,0,1,0,0,1,1,0,0,1,0
7.746682474,2313.8833,1150000,497,6.208590026,497,1,3,3,2,2,3,A Remodelar,Casa,Miraflores,0,1,1,0,1,0,0,0,0,0
7.746682474,2313.8833,1150000,497,6.208590026,490,0.985915493,4,3,2,1,6,Muy bueno,Casa,Miraflores,0,1,1,0,1,1,0,0,0,0
7.746682474,2313.8833,1150000,497,6.208590026,490,0.985915493,5,3,2,2,6,A Remodelar,Casa,Miraflores,0,1,1,1,1,1,0,0,0,0
7.746682474,2313.8833,1150000,497,6.208590026,472,0.949698189,4,2,2,2,6,Bueno,Casa,Miraflores,0,1,1,0,1,0,0,0,0,0
7.746682474,2313.8833,1150000,497,6.208590026,496,0.997987928,5,3,2,3,5,Bueno,Casa,Miraflores,0,1,1,0,1,1,0,0,0,0
7.747505934,2315.789474,1100000,475,6.163314804,475,1,5,5,2,2,2,Muy bueno,Casa,Miraflores,0,0,0,0,1,1,0,1,1,1
7.74788465,2316.666667,417000,180,5.192956851,180,1,3,2,3,1,2,Bueno,Casa,Bellavista,0,0,0,0,0,0,0,0,0,0
7.750358295,2322.404372,850000,366,5.902633333,557,1.521857923,5,5,2,2,3,Remodelado,Casa,Miraflores,0,0,1,1,1,1,0,0,1,1
7.753094275,2328.767123,850000,365,5.899897354,510,1.397260274,5,3,3,1,2,A Remodelar,Casa,Miraflores,0,1,1,0,1,1,0,0,0,0
7.754660598,2332.417582,849000,364,5.897153868,290,0.796703297,3,5,2,4,3,NoEspecifica,Casa,Miraflores,1,0,1,0,1,1,1,0,0,1
7.755053139,2333.333333,420000,180,5.192956851,180,1,4,3,3,0,2,Bueno,Casa,Bellavista,0,0,0,0,0,0,0,0,0,0
7.755053139,2333.333333,700000,300,5.703782475,360,1.2,4,3,2,2,4,NoEspecifica,Casa,Miraflores,0,1,0,1,0,0,0,0,0,0
7.755962644,2335.456476,1100000,471,6.154858094,485,1.029723992,5,5,2,3,4,A Remodelar,Casa en condominio,Miraflores,0,1,0,0,1,1,0,0,0,0
7.756223415,2336.065574,570000,244,5.497168225,355,1.454918033,5,4,3,1,3,A Remodelar,Casa,Miraflores,0,0,0,0,1,1,0,1,0,1
7.756223415,2336.065574,570000,244,5.497168225,355,1.454918033,5,3,1,1,3,A Remodelar,Casa,Miraflores,0,0,1,0,1,1,0,0,0,0
7.756742329,2337.278107,395000,169,5.129898715,280,1.656804734,4,4,3,1,4,Excelente,Casa,Ate,0,0,1,0,1,0,0,1,0,1
7.758408847,2341.176471,995000,425,6.052089169,525,1.235294118,5,5,3,3,1,Excelente,Casa,Miraflores,0,0,0,1,1,1,0,0,1,1
7.758408847,2341.176471,995000,425,6.052089169,525,1.235294118,4,5,3,3,3,Muy bueno,Casa,Miraflores,0,0,0,1,1,0,0,1,1,1
7.758805489,2342.105263,890000,380,5.940171253,410,1.078947368,5,3,2,2,9,A Remodelar,Casa,Miraflores,0,0,1,0,0,0,0,0,0,0
7.763421389,2352.941176,160000,68,4.219507705,68,1,2,2,3,0,6,Bueno,Casa,Barranco,0,0,0,0,0,0,0,0,0,0
